user_id,age,gender,occupation,zip_code,movie_id,title,user_id,movie_id_[0],rating,timestamp
320,27,M,programmer,52246,3,"Four Rooms (1995)",320,3,4,884748978
157,27,F,other,48103,3,"Four Rooms (1995)",157,3,3,886890734
145,477,M,entertainment,94533,3,"Four Rooms (1995)",145,3,3,875271562
95,1018,M,programmer,30220,3,"Four Rooms (1995)",95,3,1,879193881
99,748,4,885678436,55413,3,"Four Rooms (1995)",99,3,3,885679237
267,20,M,student,87501,3,"Four Rooms (1995)",267,3,4,878970901
417,725,4,executive,90291,3,"Four Rooms (1995)",417,3,4,879646344
99,748,4,885678436,55413,4,"Get Shorty (1995)",99,4,5,886519097
19,258,4,885411840,96754,4,"Get Shorty (1995)",19,4,4,885412840
194,23,F,educator,20784,4,"Get Shorty (1995)",194,4,4,879521397
207,875,M,administrator,97212,4,"Get Shorty (1995)",207,4,4,876198457
62,19,M,student,44106,4,"Get Shorty (1995)",62,4,4,879374640
295,1039,4,879517742,55414,4,"Get Shorty (1995)",295,4,4,879518568
201,43,F,administrator,16803,4,"Get Shorty (1995)",201,4,4,884111830
10,483,5,877889333,97301,4,"Get Shorty (1995)",10,4,4,877889130
308,520,4,887738508,16509,4,"Get Shorty (1995)",308,4,5,887737890
328,690,3,healthcare,80123,4,"Get Shorty (1995)",328,4,3,885047895
109,162,2,880578358,12065,4,"Get Shorty (1995)",109,4,2,880572756
334,870,M,writer,55369,4,"Get Shorty (1995)",334,4,3,891548345
346,455,3,874948889,84010,4,"Get Shorty (1995)",346,4,4,874948105
222,81,1,878183565,30329,4,"Get Shorty (1995)",222,4,3,878183924
160,7,F,administrator,58202,4,"Get Shorty (1995)",160,4,4,876861754
291,384,4,875086562,63645,4,"Get Shorty (1995)",291,4,4,874835062
279,1312,F,other,06260,4,"Get Shorty (1995)",279,4,4,875296461
130,30,M,programmer,06355,4,"Get Shorty (1995)",130,4,2,875801778
264,175,5,educator,01720,4,"Get Shorty (1995)",264,4,4,886123656
385,19,M,student,22904,4,"Get Shorty (1995)",385,4,2,879445260
352,568,5,student,14085,4,"Get Shorty (1995)",352,4,3,884290328
378,1232,F,librarian,20854,4,"Get Shorty (1995)",378,4,3,880045612
276,576,3,874792547,21218,4,"Get Shorty (1995)",276,4,4,874791623
216,150,5,880232812,42459,4,"Get Shorty (1995)",216,4,5,880234469
342,1073,1,healthcare,06472,4,"Get Shorty (1995)",342,4,4,874984395
256,368,F,other,54467,4,"Get Shorty (1995)",256,4,5,882164525
280,629,4,891701852,16125,4,"Get Shorty (1995)",280,4,3,891700733
320,27,M,programmer,52246,4,"Get Shorty (1995)",320,4,3,884749306
221,24,5,875244352,55108,4,"Get Shorty (1995)",221,4,3,875245462
293,280,2,888905198,80525,5,"Copycat (1995)",293,5,3,888906576
43,40,F,librarian,02143,5,"Copycat (1995)",43,5,4,875981421
311,642,4,884365823,11217,5,"Copycat (1995)",311,5,3,884365853
109,162,2,880578358,12065,5,"Copycat (1995)",109,5,3,880580637
344,1165,1,886381986,30068,5,"Copycat (1995)",344,5,3,884901533
145,477,M,entertainment,94533,5,"Copycat (1995)",145,5,3,875272196
314,1032,4,877891603,83814,5,"Copycat (1995)",314,5,4,877889724
308,520,4,887738508,16509,5,"Copycat (1995)",308,5,4,887739608
280,629,4,891701852,16125,5,"Copycat (1995)",280,5,4,891701066
44,229,3,student,83702,5,"Copycat (1995)",44,5,4,878347598
269,194,5,891448951,21218,5,"Copycat (1995)",269,5,2,891450780
218,4,3,877488546,11727,5,"Copycat (1995)",218,5,3,881288574
332,43,F,writer,53711,5,"Copycat (1995)",332,5,5,888360370
363,37,2,891498510,32250,5,"Copycat (1995)",363,5,1,891497047
276,576,3,874792547,21218,5,"Copycat (1995)",276,5,3,874792692
102,502,3,888803738,38401,5,"Copycat (1995)",102,5,3,888803002
63,306,3,875746948,98101,6,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",63,6,3,875747439
1,190,F,other,37212,6,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",1,6,5,887431973
90,483,5,891384570,95161,6,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",90,6,4,891384357
79,53,F,other,94043,6,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",79,6,4,891271901
409,479,5,scientist,21911,6,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",409,6,4,881109306
250,69,5,878092059,30040,7,"Twelve Monkeys (1995)",250,7,4,878089716
10,483,5,877889333,97301,7,"Twelve Monkeys (1995)",10,7,4,877892210
291,384,4,875086562,63645,7,"Twelve Monkeys (1995)",291,7,5,874834481
198,228,M,educator,29206,7,"Twelve Monkeys (1995)",198,7,4,884205317
217,391,4,889070287,62901,7,"Twelve Monkeys (1995)",217,7,4,889069741
49,30,M,engineer,95129,7,"Twelve Monkeys (1995)",49,7,4,888067307
244,30,M,administrator,17870,7,"Twelve Monkeys (1995)",244,7,4,880602558
286,824,1,876522200,02136,7,"Twelve Monkeys (1995)",286,7,4,875807003
26,240,M,administrator,05201,7,"Twelve Monkeys (1995)",26,7,3,891350826
331,11,2,877196702,10021,7,"Twelve Monkeys (1995)",331,7,4,877196633
181,1375,M,student,49931,7,"Twelve Monkeys (1995)",181,7,4,878963037
151,484,4,student,01002,7,"Twelve Monkeys (1995)",151,7,4,879524610
43,40,F,librarian,02143,7,"Twelve Monkeys (1995)",43,7,4,875975520
97,192,1,lawyer,20015,7,"Twelve Monkeys (1995)",97,7,5,884238939
73,34,M,student,60615,7,"Twelve Monkeys (1995)",73,7,4,888625956
323,17,F,student,61073,7,"Twelve Monkeys (1995)",323,7,2,878739355
200,31,F,educator,43512,7,"Twelve Monkeys (1995)",200,7,4,876042451
59,203,M,engineer,01810,7,"Twelve Monkeys (1995)",59,7,4,888202941
214,45,M,administrator,12550,7,"Twelve Monkeys (1995)",214,7,5,892668130
294,902,4,891404417,55107,7,"Twelve Monkeys (1995)",294,7,4,877819563
81,26,M,programmer,55414,7,"Twelve Monkeys (1995)",81,7,4,876533545
230,27,M,programmer,75013,7,"Twelve Monkeys (1995)",230,7,3,880484476
267,20,M,student,87501,7,"Twelve Monkeys (1995)",267,7,5,878970503
226,40,F,librarian,30030,7,"Twelve Monkeys (1995)",226,7,4,883889479
57,932,3,883697585,55013,7,"Twelve Monkeys (1995)",57,7,4,883697105
280,629,4,891701852,16125,7,"Twelve Monkeys (1995)",280,7,4,891700385
99,748,4,885678436,55413,7,"Twelve Monkeys (1995)",99,7,4,885678784
332,43,F,writer,53711,7,"Twelve Monkeys (1995)",332,7,4,887916547
297,30,F,administrator,17345,7,"Twelve Monkeys (1995)",297,7,4,874954541
64,175,5,889739415,63129,7,"Twelve Monkeys (1995)",64,7,4,889737542
222,81,1,878183565,30329,7,"Twelve Monkeys (1995)",222,7,5,877563168
357,713,5,marketing,17325,7,"Twelve Monkeys (1995)",357,7,3,878951537
301,2,F,educator,85710,7,"Twelve Monkeys (1995)",301,7,4,882074236
268,23,M,student,55105,7,"Twelve Monkeys (1995)",268,7,4,876513953
87,50,M,educator,84408,7,"Twelve Monkeys (1995)",87,7,4,879875735
216,150,5,880232812,42459,7,"Twelve Monkeys (1995)",216,7,5,880232719
352,568,5,student,14085,7,"Twelve Monkeys (1995)",352,7,3,884290549
145,477,M,entertainment,94533,7,"Twelve Monkeys (1995)",145,7,5,875270429
269,194,5,891448951,21218,7,"Twelve Monkeys (1995)",269,7,3,891449055
295,1039,4,879517742,55414,7,"Twelve Monkeys (1995)",295,7,5,879518018
7,555,4,892134811,90703,7,"Twelve Monkeys (1995)",7,7,5,891352220
397,28,F,student,78741,7,"Twelve Monkeys (1995)",397,7,5,885349913
79,53,F,other,94043,7,"Twelve Monkeys (1995)",79,7,5,891272016
365,742,3,891304039,29210,7,"Twelve Monkeys (1995)",365,7,2,891304213
334,870,M,writer,55369,7,"Twelve Monkeys (1995)",334,7,5,891544788
227,25,M,none,60115,7,"Twelve Monkeys (1995)",227,7,5,879035251
203,26,M,executive,84601,7,"Twelve Monkeys (1995)",203,7,3,880434438
15,933,1,technician,43537,7,"Twelve Monkeys (1995)",15,7,1,879455506
256,368,F,other,54467,7,"Twelve Monkeys (1995)",256,7,4,882151017
374,257,3,educator,48118,7,"Twelve Monkeys (1995)",374,7,1,880393268
235,24,M,marketing,92629,7,"Twelve Monkeys (1995)",235,7,4,889655723
347,28,F,other,06405,7,"Twelve Monkeys (1995)",347,7,4,881652590
194,23,F,educator,20784,7,"Twelve Monkeys (1995)",194,7,3,879538898
402,235,M,programmer,08610,7,"Twelve Monkeys (1995)",402,7,4,876267068
95,1018,M,programmer,30220,7,"Twelve Monkeys (1995)",95,7,5,879197329
234,403,1,892335674,93550,7,"Twelve Monkeys (1995)",234,7,2,891227813
314,1032,4,877891603,83814,7,"Twelve Monkeys (1995)",314,7,4,877886375
320,27,M,programmer,52246,7,"Twelve Monkeys (1995)",320,7,4,884748708
305,29,M,engineer,03261,7,"Twelve Monkeys (1995)",305,7,4,886323937
109,162,2,880578358,12065,7,"Twelve Monkeys (1995)",109,7,4,880563080
109,162,2,880578358,12065,8,"Babe (1995)",109,8,3,880572642
16,482,5,877718872,80123,8,"Babe (1995)",16,8,5,877722736
115,9,5,other,98027,8,"Babe (1995)",115,8,5,881171982
223,432,2,885852443,47906,8,"Babe (1995)",223,8,2,891550684
246,55,4,student,71701,8,"Babe (1995)",246,8,3,884921245
271,430,5,librarian,97403,8,"Babe (1995)",271,8,4,885848770
315,194,4,librarian,01970,8,"Babe (1995)",315,8,3,879820961
232,31,F,educator,68767,8,"Babe (1995)",232,8,2,888549757
213,841,4,878871010,00000,8,"Babe (1995)",213,8,3,878955564
158,435,M,engineer,97006,8,"Babe (1995)",158,8,5,880134948
62,19,M,student,44106,8,"Babe (1995)",62,8,5,879373820
201,43,F,administrator,16803,8,"Babe (1995)",201,8,3,884141438
58,216,3,librarian,02138,8,"Babe (1995)",58,8,4,884304955
334,870,M,writer,55369,8,"Babe (1995)",334,8,4,891547171
234,403,1,892335674,93550,8,"Babe (1995)",234,8,5,892079585
64,175,5,889739415,63129,8,"Babe (1995)",64,8,4,889737968
106,196,5,881450578,95628,8,"Babe (1995)",106,8,4,881452405
330,1044,M,executive,55369,8,"Babe (1995)",330,8,5,876546236
293,280,2,888905198,80525,8,"Babe (1995)",293,8,3,888905736
7,555,4,892134811,90703,8,"Babe (1995)",7,8,5,891351328
378,1232,F,librarian,20854,8,"Babe (1995)",378,8,4,880045722
321,607,4,879440109,55439,8,"Babe (1995)",321,8,4,879440451
215,357,4,891435573,33319,8,"Babe (1995)",215,8,2,891436177
301,2,F,educator,85710,8,"Babe (1995)",301,8,4,882076494
85,451,4,882995934,92688,8,"Babe (1995)",85,8,4,879454952
230,27,M,programmer,75013,8,"Babe (1995)",230,8,5,880484501
178,696,4,882824869,20685,8,"Babe (1995)",178,8,4,882826556
222,81,1,878183565,30329,8,"Babe (1995)",222,8,1,878182307
379,451,4,880525968,55436,8,"Babe (1995)",379,8,5,880525194
25,114,M,executive,66315,8,"Babe (1995)",25,8,4,885852150
312,156,3,administrator,52241,8,"Babe (1995)",312,8,5,891699263
239,954,M,programmer,75006,8,"Babe (1995)",239,8,5,889179290
207,875,M,administrator,97212,8,"Babe (1995)",207,8,3,878103820
399,763,M,engineer,17110,8,"Babe (1995)",399,8,3,882510165
343,499,5,scientist,55106,8,"Babe (1995)",343,8,5,876404836
200,31,F,educator,43512,8,"Babe (1995)",200,8,4,884128904
87,50,M,educator,84408,8,"Babe (1995)",87,8,5,879876447
409,479,5,scientist,21911,8,"Babe (1995)",409,8,3,881108777
196,428,M,writer,94583,8,"Babe (1995)",196,8,5,881251753
58,216,3,librarian,02138,9,"Dead Man Walking (1995)",58,9,4,884304328
292,408,M,administrator,85202,9,"Dead Man Walking (1995)",292,9,4,881104148
239,954,M,programmer,75006,9,"Dead Man Walking (1995)",239,9,5,889180446
311,642,4,884365823,11217,9,"Dead Man Walking (1995)",311,9,4,884963365
87,50,M,educator,84408,9,"Dead Man Walking (1995)",87,9,4,879877931
269,194,5,891448951,21218,9,"Dead Man Walking (1995)",269,9,4,891446246
94,55,4,student,78264,9,"Dead Man Walking (1995)",94,9,5,885872684
328,690,3,healthcare,80123,9,"Dead Man Walking (1995)",328,9,4,885045993
314,1032,4,877891603,83814,9,"Dead Man Walking (1995)",314,9,4,877886375
74,121,4,writer,52245,9,"Dead Man Walking (1995)",74,9,4,888333458
323,17,F,student,61073,9,"Dead Man Walking (1995)",323,9,4,878739325
252,25,M,student,95823,9,"Dead Man Walking (1995)",252,9,5,891456797
26,240,M,administrator,05201,9,"Dead Man Walking (1995)",26,9,4,891386369
301,2,F,educator,85710,9,"Dead Man Walking (1995)",301,9,3,882074291
90,483,5,891384570,95161,9,"Dead Man Walking (1995)",90,9,4,891385787
277,57,M,engineer,70808,9,"Dead Man Walking (1995)",277,9,4,879543336
227,25,M,none,60115,9,"Dead Man Walking (1995)",227,9,3,879035431
303,541,3,879543988,55106,9,"Dead Man Walking (1995)",303,9,5,879466830
121,508,4,891388333,55105,9,"Dead Man Walking (1995)",121,9,5,891390013
109,162,2,880578358,12065,9,"Dead Man Walking (1995)",109,9,3,880564607
44,229,3,student,83702,9,"Dead Man Walking (1995)",44,9,5,878341196
69,147,3,administrator,15237,9,"Dead Man Walking (1995)",69,9,4,882126086
11,726,3,other,53705,9,"Dead Man Walking (1995)",11,9,5,891902970
50,325,1,877052400,44691,9,"Dead Man Walking (1995)",50,9,4,877052297
374,257,3,educator,48118,9,"Dead Man Walking (1995)",374,9,1,880393056
226,40,F,librarian,30030,9,"Dead Man Walking (1995)",226,9,5,883889811
15,933,1,technician,43537,9,"Dead Man Walking (1995)",15,9,4,879455635
64,175,5,889739415,63129,9,"Dead Man Walking (1995)",64,9,4,889738085
222,81,1,878183565,30329,9,"Dead Man Walking (1995)",222,9,5,877563227
256,368,F,other,54467,9,"Dead Man Walking (1995)",256,9,4,882150644
344,1165,1,886381986,30068,9,"Dead Man Walking (1995)",344,9,5,884814480
201,43,F,administrator,16803,9,"Dead Man Walking (1995)",201,9,3,884113343
249,28,M,engineer,22932,9,"Dead Man Walking (1995)",249,9,5,879572402
181,1375,M,student,49931,9,"Dead Man Walking (1995)",181,9,4,878962675
16,482,5,877718872,80123,9,"Dead Man Walking (1995)",16,9,5,877722736
189,29,F,librarian,22903,9,"Dead Man Walking (1995)",189,9,3,893263994
363,37,2,891498510,32250,9,"Dead Man Walking (1995)",363,9,3,891494628
378,1232,F,librarian,20854,9,"Dead Man Walking (1995)",378,9,5,880044419
151,484,4,student,01002,10,"Richard III (1995)",151,10,5,879524921
234,403,1,892335674,93550,10,"Richard III (1995)",234,10,3,891227851
239,954,M,programmer,75006,10,"Richard III (1995)",239,10,5,889180338
292,408,M,administrator,85202,10,"Richard III (1995)",292,10,5,881104606
49,30,M,engineer,95129,10,"Richard III (1995)",49,10,3,888066086
59,203,M,engineer,01810,10,"Richard III (1995)",59,10,4,888203234
328,690,3,healthcare,80123,10,"Richard III (1995)",328,10,4,885047099
294,902,4,891404417,55107,10,"Richard III (1995)",294,10,3,877819490
7,555,4,892134811,90703,10,"Richard III (1995)",7,10,4,891352864
296,268,F,none,39042,10,"Richard III (1995)",296,10,2,884196605
181,1375,M,student,49931,10,"Richard III (1995)",181,10,2,878962955
1,190,F,other,37212,10,"Richard III (1995)",1,10,3,875693118
378,1232,F,librarian,20854,10,"Richard III (1995)",378,10,3,880044454
108,14,5,879879720,91351,10,"Richard III (1995)",108,10,5,879879834
430,527,4,877226209,90254,10,"Richard III (1995)",430,10,4,877225726
292,408,M,administrator,85202,11,"Seven (Se7en) (1995)",292,11,5,881104093
200,31,F,educator,43512,11,"Seven (Se7en) (1995)",200,11,5,884129542
223,432,2,885852443,47906,11,"Seven (Se7en) (1995)",223,11,3,891550649
305,29,M,engineer,03261,11,"Seven (Se7en) (1995)",305,11,1,886323237
249,28,M,engineer,22932,11,"Seven (Se7en) (1995)",249,11,5,879640868
262,393,2,879794140,15235,11,"Seven (Se7en) (1995)",262,11,4,879793597
271,430,5,librarian,97403,11,"Seven (Se7en) (1995)",271,11,4,885848408
276,576,3,874792547,21218,11,"Seven (Se7en) (1995)",276,11,5,874787497
20,568,4,879669291,55104,11,"Seven (Se7en) (1995)",20,11,2,879669401
330,1044,M,executive,55369,11,"Seven (Se7en) (1995)",330,11,4,876546561
44,229,3,student,83702,11,"Seven (Se7en) (1995)",44,11,3,878347915
90,483,5,891384570,95161,11,"Seven (Se7en) (1995)",90,11,4,891384113
301,2,F,educator,85710,11,"Seven (Se7en) (1995)",301,11,4,882076291
115,9,5,other,98027,11,"Seven (Se7en) (1995)",115,11,4,881171348
320,27,M,programmer,52246,11,"Seven (Se7en) (1995)",320,11,4,884749255
280,629,4,891701852,16125,11,"Seven (Se7en) (1995)",280,11,5,891700570
215,357,4,891435573,33319,11,"Seven (Se7en) (1995)",215,11,2,891436024
198,228,M,educator,29206,11,"Seven (Se7en) (1995)",198,11,4,884207392
82,405,3,876311423,08043,11,"Seven (Se7en) (1995)",82,11,4,878769992
213,841,4,878871010,00000,11,"Seven (Se7en) (1995)",213,11,4,878956156
286,824,1,876522200,02136,11,"Seven (Se7en) (1995)",286,11,5,877531975
99,748,4,885678436,55413,11,"Seven (Se7en) (1995)",99,11,5,885680138
158,435,M,engineer,97006,11,"Seven (Se7en) (1995)",158,11,4,880134398
92,248,4,886442565,E2A4H,11,"Seven (Se7en) (1995)",92,11,4,875653363
339,182,M,librarian,12180,11,"Seven (Se7en) (1995)",339,11,4,891032379
405,1029,1,885547735,33884,11,"Seven (Se7en) (1995)",405,11,4,885545263
230,27,M,programmer,75013,11,"Seven (Se7en) (1995)",230,11,4,880484911
49,30,M,engineer,95129,11,"Seven (Se7en) (1995)",49,11,3,888069458
43,40,F,librarian,02143,11,"Seven (Se7en) (1995)",43,11,5,875981365
184,15,F,student,25652,11,"Seven (Se7en) (1995)",184,11,3,889908694
62,19,M,student,44106,12,"Usual Suspects, The (1995)",62,12,4,879373613
90,483,5,891384570,95161,12,"Usual Suspects, The (1995)",90,12,5,891383241
151,484,4,student,01002,12,"Usual Suspects, The (1995)",151,12,5,879524368
213,841,4,878871010,00000,12,"Usual Suspects, The (1995)",213,12,5,878955409
59,203,M,engineer,01810,12,"Usual Suspects, The (1995)",59,12,5,888204260
69,147,3,administrator,15237,12,"Usual Suspects, The (1995)",69,12,5,882145567
73,34,M,student,60615,12,"Usual Suspects, The (1995)",73,12,5,888624976
216,150,5,880232812,42459,12,"Usual Suspects, The (1995)",216,12,5,881432544
297,30,F,administrator,17345,12,"Usual Suspects, The (1995)",297,12,5,875239619
76,32,M,entertainment,80525,12,"Usual Suspects, The (1995)",76,12,3,882606060
72,230,1,programmer,38115,12,"Usual Suspects, The (1995)",72,12,5,880036664
156,11,2,888185906,79070,12,"Usual Suspects, The (1995)",156,12,3,888185853
343,499,5,scientist,55106,12,"Usual Suspects, The (1995)",343,12,5,876405735
339,182,M,librarian,12180,12,"Usual Suspects, The (1995)",339,12,5,891032659
130,30,M,programmer,06355,12,"Usual Suspects, The (1995)",130,12,4,875216340
117,27,M,student,53706,12,"Usual Suspects, The (1995)",117,12,5,881011350
18,18,M,student,97520,12,"Usual Suspects, The (1995)",18,12,5,880129991
119,40,F,writer,81648,12,"Usual Suspects, The (1995)",119,12,3,874781915
42,118,4,881105505,22903,12,"Usual Suspects, The (1995)",42,12,4,881107502
256,368,F,other,54467,12,"Usual Suspects, The (1995)",256,12,5,882164696
293,280,2,888905198,80525,12,"Usual Suspects, The (1995)",293,12,4,888905665
1,190,F,other,37212,12,"Usual Suspects, The (1995)",1,12,5,878542960
318,138,M,programmer,10021,12,"Usual Suspects, The (1995)",318,12,4,884495795
218,4,3,877488546,11727,12,"Usual Suspects, The (1995)",218,12,5,881288233
234,403,1,892335674,93550,12,"Usual Suspects, The (1995)",234,12,1,892333830
308,520,4,887738508,16509,12,"Usual Suspects, The (1995)",308,12,5,887737243
347,28,F,other,06405,12,"Usual Suspects, The (1995)",347,12,3,881653584
393,303,4,artist,94533,12,"Usual Suspects, The (1995)",393,12,5,887745883
344,1165,1,886381986,30068,12,"Usual Suspects, The (1995)",344,12,5,884901024
214,45,M,administrator,12550,12,"Usual Suspects, The (1995)",214,12,5,892668153
398,38,F,programmer,55105,12,"Usual Suspects, The (1995)",398,12,3,875658898
194,23,F,educator,20784,12,"Usual Suspects, The (1995)",194,12,5,879520916
222,81,1,878183565,30329,12,"Usual Suspects, The (1995)",222,12,5,878181387
99,748,4,885678436,55413,12,"Usual Suspects, The (1995)",99,12,5,885680458
361,197,5,879440739,01913,12,"Usual Suspects, The (1995)",361,12,4,879441214
315,194,4,librarian,01970,12,"Usual Suspects, The (1995)",315,12,5,879821194
115,9,5,other,98027,12,"Usual Suspects, The (1995)",115,12,5,881171982
94,55,4,student,78264,12,"Usual Suspects, The (1995)",94,12,4,886008625
264,175,5,educator,01720,12,"Usual Suspects, The (1995)",264,12,5,886122508
406,25,M,writer,40206,12,"Usual Suspects, The (1995)",406,12,4,879445897
417,725,4,executive,90291,12,"Usual Suspects, The (1995)",417,12,4,879647275
64,175,5,889739415,63129,12,"Usual Suspects, The (1995)",64,12,5,889738085
135,265,3,librarian,30033,12,"Usual Suspects, The (1995)",135,12,4,879857764
207,875,M,administrator,97212,13,"Mighty Aphrodite (1995)",207,13,3,875506839
151,484,4,student,01002,13,"Mighty Aphrodite (1995)",151,13,3,879542688
213,841,4,878871010,00000,13,"Mighty Aphrodite (1995)",213,13,4,878955139
85,451,4,882995934,92688,13,"Mighty Aphrodite (1995)",85,13,3,879452866
269,194,5,891448951,21218,13,"Mighty Aphrodite (1995)",269,13,4,891446662
315,194,4,librarian,01970,13,"Mighty Aphrodite (1995)",315,13,4,879821158
145,477,M,entertainment,94533,13,"Mighty Aphrodite (1995)",145,13,5,875270507
150,410,M,student,60626,13,"Mighty Aphrodite (1995)",150,13,4,878746889
108,14,5,879879720,91351,13,"Mighty Aphrodite (1995)",108,13,3,879879834
59,203,M,engineer,01810,13,"Mighty Aphrodite (1995)",59,13,5,888203415
82,405,3,876311423,08043,13,"Mighty Aphrodite (1995)",82,13,2,878768615
286,824,1,876522200,02136,13,"Mighty Aphrodite (1995)",286,13,2,876521933
